id_commande,date_achat,etat_client,categorie,categorie_en,nb_articles,prix_articles_brl,frais_port_brl,montant_total_brl,delai_livraison_j
62d6b75c,2018-01-31,SP,papelaria,stationery,1,49.0,13.37,62.37,6
19b55ae8,2018-01-31,ES,informatica_acessorios,computers_accessories,1,40.0,16.79,56.79,15
bcdabfbc,2018-01-31,SP,esporte_lazer,sports_leisure,1,29.5,16.11,45.61,26
324e2258,2018-01-31,SC,relogios_presentes,watches_gifts,1,45.0,15.1,60.1,28
246b81e4,2018-01-31,PB,informatica_acessorios,computers_accessories,1,41.9,21.15,63.05,19
36c0722e,2018-02-01,DF,esporte_lazer,sports_leisure,1,125.0,18.12,143.12,19
9dc960f7,2018-02-01,SP,agro_industria_e_comercio,agro_industry_and_commerce,1,35.0,9.34,44.34,8
0110688c,2018-02-01,RJ,moveis_cozinha_area_de_servico_jantar_e_jardim,kitchen_dining_laundry_garden_furniture,1,379.0,79.94,458.94,26
a9fd4711,2018-02-01,SP,perfumaria,perfumery,1,99.9,12.2,112.1,13
91d3db53,2018-02-01,SP,instrumentos_musicais,musical_instruments,1,16.9,8.72,25.62,5
460e7c2c,2018-02-01,RS,cool_stuff,cool_stuff,1,72.99,16.76,89.75,22
30b74a76,2018-02-01,SP,cama_mesa_banho,bed_bath_table,1,24.9,9.09,33.99,4
693483bb,2018-02-01,RJ,beleza_saude,health_beauty,1,349.9,20.69,370.59,22
1826d3b6,2018-02-01,SP,relogios_presentes,watches_gifts,2,110.0,15.56,125.56,3
3c8625b6,2018-02-01,MG,construcao_ferramentas_ferramentas,costruction_tools_tools,1,29.9,14.08,43.98,7
9950ec4d,2018-02-01,MG,telefonia,telephony,1,49.99,15.1,65.09,20
791ecfcf,2018-02-01,SP,instrumentos_musicais,musical_instruments,1,79.0,17.03,96.03,18
bfd5957b,2018-02-02,MG,beleza_saude,health_beauty,1,165.9,17.6,183.5,5
3ad2e13d,2018-02-02,SC,informatica_acessorios,computers_accessories,2,178.6,30.76,209.36,15
47a9a149,2018-02-02,MG,non_renseignee,not_specified,1,109.0,16.52,125.52,4
9156ebc5,2018-02-02,RJ,eletronicos,electronics,1,390.0,17.48,407.48,14
6524090e,2018-02-02,SP,livros_importados,books_imported,1,83.0,8.78,91.78,4
258cf593,2018-02-02,SP,informatica_acessorios,computers_accessories,1,45.65,11.85,57.5,7
e8e55eaa,2018-02-02,RJ,papelaria,stationery,1,64.99,18.02,83.01,18
5ba3cea9,2018-02-03,SP,informatica_acessorios,computers_accessories,1,176.49,8.98,185.47,14
fc9c5a8e,2018-02-03,RJ,papelaria,stationery,1,149.0,18.29,167.29,6
ba87f0ac,2018-02-03,SP,perfumaria,perfumery,1,52.5,11.87,64.37,11
cc7d45cd,2018-02-04,SP,esporte_lazer,sports_leisure,1,279.99,26.8,306.79,10
ff767a59,2018-02-04,SP,utilidades_domesticas,housewares,1,459.99,23.71,483.7,16
8605ba0c,2018-02-04,PR,utilidades_domesticas,housewares,1,153.33,10.29,163.62,5
b50700cb,2018-02-04,SC,utilidades_domesticas,housewares,1,120.0,25.68,145.68,29
5884e0ca,2018-02-04,SP,cama_mesa_banho,bed_bath_table,1,44.9,9.09,53.99,2
b42b605e,2018-02-05,MG,bebes,baby,1,130.0,20.15,150.15,23
2d77b47f,2018-02-05,SP,eletronicos,electronics,1,18.0,11.85,29.85,11
316689f4,2018-02-05,SP,pet_shop,pet_shop,2,139.0,55.92,194.92,9
8a0c45c3,2018-02-05,SC,moveis_escritorio,office_furniture,3,239.96,92.16,332.12,29
de4645a6,2018-02-06,SC,malas_acessorios,luggage_accessories,1,248.99,74.69,323.68,15
726578ea,2018-02-06,PR,esporte_lazer,sports_leisure,1,99.0,15.44,114.44,9
f322d0eb,2018-02-06,MG,utilidades_domesticas,housewares,1,265.0,23.99,288.99,18
596c6d7a,2018-02-06,SP,cama_mesa_banho,bed_bath_table,1,25.0,8.72,33.72,8
cb415863,2018-02-06,SP,cama_mesa_banho,bed_bath_table,1,114.9,13.82,128.72,24
8af58344,2018-02-06,RJ,fashion_bolsas_e_acessorios,fashion_bags_accessories,3,790.0,49.77,839.77,10
4f0db42a,2018-02-06,RS,utilidades_domesticas,housewares,2,89.8,32.22,122.02,27
844f01e0,2018-02-06,RJ,eletronicos,electronics,1,25.9,16.79,42.69,13
ff31038b,2018-02-06,MG,perfumaria,perfumery,1,119.9,15.59,135.49,9
243b66cf,2018-02-07,BA,beleza_saude,health_beauty,1,56.99,16.97,73.96,40
26ccc2fa,2018-02-07,RJ,beleza_saude,health_beauty,1,59.9,8.27,68.17,7
a09b5dbc,2018-02-07,BA,cama_mesa_banho,bed_bath_table,1,56.99,17.97,74.96,15
73d7cec3,2018-02-07,MG,telefonia,telephony,1,44.99,14.1,59.09,12
0ce50541,2018-02-07,RJ,eletronicos,electronics,1,19.89,15.79,35.68,8
87fc097f,2018-02-07,MG,automotivo,auto,1,899.94,37.05,936.99,37
661620f1,2018-02-07,RJ,relogios_presentes,watches_gifts,1,54.99,7.94,62.93,7
4ab8819f,2018-02-07,SP,brinquedos,toys,1,49.9,12.69,62.59,2
baab3612,2018-02-07,RS,beleza_saude,health_beauty,1,14.9,15.1,30.0,28
ed40c8b2,2018-02-07,RJ,moveis_escritorio,office_furniture,1,40.0,14.1,54.1,14
a34e82fc,2018-02-07,CE,telefonia,telephony,1,29.99,17.63,47.62,18
e32a5647,2018-02-08,SP,esporte_lazer,sports_leisure,1,149.0,14.06,163.06,13
e0ee14b6,2018-02-08,SP,informatica_acessorios,computers_accessories,1,89.99,12.13,102.12,23
34cf44f5,2018-02-08,MS,instrumentos_musicais,musical_instruments,1,36.9,16.79,53.69,27
935f0d2a,2018-02-08,SP,cama_mesa_banho,bed_bath_table,1,86.9,16.24,103.14,11
106c30fc,2018-02-08,SP,telefonia,telephony,1,24.99,7.78,32.77,8
a094215e,2018-02-08,SP,non_renseignee,not_specified,1,122.99,9.06,132.05,10
fcaa2294,2018-02-08,SP,portateis_casa_forno_e_cafe,small_appliances_home_oven_and_coffee,1,24.9,11.85,36.75,7
17ca1148,2018-02-09,SP,esporte_lazer,sports_leisure,1,389.0,29.17,418.17,10
2d9ea6c9,2018-02-09,SP,ferramentas_jardim,garden_tools,1,49.9,13.37,63.27,16
77bd88a9,2018-02-09,RJ,telefonia,telephony,1,304.99,15.88,320.87,12
4405341a,2018-02-09,SP,informatica_acessorios,computers_accessories,1,74.9,15.27,90.17,24
70c50ba2,2018-02-09,SP,perfumaria,perfumery,1,79.0,13.57,92.57,19
a7025cf4,2018-02-09,RJ,bebidas,drinks,1,47.49,16.11,63.6,9
807e0bcd,2018-02-10,SP,cama_mesa_banho,bed_bath_table,1,92.0,13.66,105.66,10
b187d8fa,2018-02-10,SP,cama_mesa_banho,bed_bath_table,1,86.9,16.24,103.14,11
d121027b,2018-02-10,SP,livros_interesse_geral,books_general_interest,1,38.0,15.1,53.1,12
3b84a70d,2018-02-10,GO,cama_mesa_banho,bed_bath_table,1,86.9,21.1,108.0,32
31be75ff,2018-02-10,RJ,informatica_acessorios,computers_accessories,1,79.0,16.99,95.99,25
336ed4e4,2018-02-10,SP,beleza_saude,health_beauty,1,89.9,7.88,97.78,8
75b10195,2018-02-10,SP,telefonia,telephony,1,39.99,7.78,47.77,6
3fdee57c,2018-02-11,RS,cama_mesa_banho,bed_bath_table,1,79.9,16.32,96.22,33
4177ca66,2018-02-11,SP,perfumaria,perfumery,1,53.9,9.74,63.64,7
aeffea2c,2018-02-11,PR,moveis_decoracao,furniture_decor,1,99.9,17.18,117.08,5
86ec1d09,2018-02-11,MT,cama_mesa_banho,bed_bath_table,1,219.9,24.41,244.31,26
cb799c1b,2018-02-11,DF,utilidades_domesticas,housewares,1,99.8,61.44,161.24,17
7de7f006,2018-02-11,SP,cama_mesa_banho,bed_bath_table,2,399.8,28.69,428.49,7
317e190a,2018-02-12,RJ,moveis_decoracao,furniture_decor,2,151.8,53.7,205.5,15
228fe284,2018-02-12,SP,beleza_saude,health_beauty,1,325.0,10.47,335.47,4
f49641d7,2018-02-12,SP,cool_stuff,cool_stuff,1,179.99,13.81,193.8,7
68cf1c19,2018-02-12,RJ,cama_mesa_banho,bed_bath_table,1,12.9,15.1,28.0,51
27117619,2018-02-12,SP,informatica_acessorios,computers_accessories,1,79.9,15.31,95.21,22
44ce6def,2018-02-12,TO,beleza_saude,health_beauty,1,89.99,19.17,109.16,28
ee97923b,2018-02-12,SP,eletronicos,electronics,1,21.9,11.85,33.75,17
d75463c2,2018-02-12,RJ,moveis_decoracao,furniture_decor,1,129.9,15.66,145.56,16
65a88c35,2018-02-12,GO,non_renseignee,not_specified,1,157.2,14.85,172.05,14
82b1c20e,2018-02-12,SP,telefonia,telephony,1,24.99,7.78,32.77,4
c03c0621,2018-02-13,RS,esporte_lazer,sports_leisure,1,168.99,15.93,184.92,15
1693d3b0,2018-02-13,SP,esporte_lazer,sports_leisure,1,39.0,16.11,55.11,13
baf812fd,2018-02-13,SP,livros_interesse_geral,books_general_interest,1,15.0,8.72,23.72,3
71337e86,2018-02-13,SP,esporte_lazer,sports_leisure,1,22.0,8.72,30.72,3
9d01fa0e,2018-02-13,RJ,moveis_decoracao,furniture_decor,1,69.9,19.98,89.88,31
54467f43,2018-02-14,RJ,cama_mesa_banho,bed_bath_table,1,168.98,15.94,184.92,23
b74e2b98,2018-02-14,RJ,beleza_saude,health_beauty,1,89.99,16.39,106.38,48
2e23e1f7,2018-02-14,SP,esporte_lazer,sports_leisure,1,149.0,14.06,163.06,7
8a8a994e,2018-02-14,RJ,beleza_saude,health_beauty,1,89.49,14.38,103.87,21
45a4a071,2018-02-14,SP,non_renseignee,not_specified,1,55.3,11.89,67.19,12
3ad8b95d,2018-02-14,MS,pet_shop,pet_shop,1,171.0,15.95,186.95,16
5316d725,2018-02-14,PE,livros_interesse_geral,books_general_interest,1,44.9,26.89,71.79,22
36c7f505,2018-02-14,SP,esporte_lazer,sports_leisure,1,28.7,15.1,43.8,8
89739437,2018-02-14,RS,industria_comercio_e_negocios,industry_commerce_and_business,1,104.0,23.05,127.05,51
f6a4a400,2018-02-14,GO,cama_mesa_banho,bed_bath_table,1,30.9,15.1,46.0,27
3ae12676,2018-02-14,PR,moveis_decoracao,furniture_decor,1,299.99,18.58,318.57,12
9af31d2f,2018-02-15,RS,utilidades_domesticas,housewares,1,49.0,20.0,69.0,19
dd42374a,2018-02-15,SC,pet_shop,pet_shop,1,125.9,18.13,144.03,19
1a2dfbf5,2018-02-15,SP,beleza_saude,health_beauty,1,29.9,8.11,38.01,1
11fd5127,2018-02-15,RS,cine_foto,cine_photo,1,97.99,17.94,115.93,18
2a1ea1ab,2018-02-15,MG,moveis_decoracao,furniture_decor,1,118.9,16.59,135.49,11
264a0fbe,2018-02-15,MG,beleza_saude,health_beauty,1,24.9,14.1,39.0,8
4c6f0636,2018-02-15,SC,eletronicos,electronics,2,37.8,30.2,68.0,28
c61762ad,2018-02-15,SP,moveis_decoracao,furniture_decor,4,353.36,65.0,418.36,10
b9f477fd,2018-02-15,SC,non_renseignee,not_specified,1,122.99,15.61,138.6,19
81fd075e,2018-02-15,RS,utilidades_domesticas,housewares,1,33.8,16.11,49.91,36
c55364dc,2018-02-16,MG,beleza_saude,health_beauty,1,349.9,21.69,371.59,8
b4903df9,2018-02-16,PR,telefonia,telephony,1,18.99,15.1,34.09,20
6f56d701,2018-02-16,CE,cama_mesa_banho,bed_bath_table,1,114.9,29.2,144.1,45
3999a126,2018-02-16,SP,telefonia,telephony,1,29.99,7.78,37.77,6
ceb9cfd5,2018-02-16,MG,moveis_decoracao,furniture_decor,1,249.9,41.53,291.43,11
56fa5943,2018-02-17,SP,eletronicos,electronics,1,89.9,12.76,102.66,18
4d087089,2018-02-17,SP,telefonia,telephony,1,27.99,7.78,35.77,6
d1f61db2,2018-02-17,SP,cama_mesa_banho,bed_bath_table,1,39.0,11.73,50.73,2
e3667abe,2018-02-17,PR,telefonia,telephony,1,59.9,15.17,75.07,33
02b57c07,2018-02-17,RJ,moveis_decoracao,furniture_decor,1,99.9,16.95,116.85,13
8f1081aa,2018-02-17,SP,beleza_saude,health_beauty,1,44.9,14.1,59.0,8
a3316b63,2018-02-17,SC,informatica_acessorios,computers_accessories,2,168.0,30.68,198.68,24
6d042d20,2018-02-17,MG,cama_mesa_banho,bed_bath_table,1,369.9,33.34,403.24,23
f37f105a,2018-02-18,SP,eletronicos,electronics,1,21.9,7.78,29.68,4
4be9e4b7,2018-02-18,RN,non_renseignee,not_specified,1,122.99,34.66,157.65,15
03170fde,2018-02-18,RJ,informatica_acessorios,computers_accessories,1,38.9,14.1,53.0,16
61933015,2018-02-18,SP,esporte_lazer,sports_leisure,1,159.0,13.67,172.67,3
324a951e,2018-02-18,BA,telefonia,telephony,1,29.99,16.79,46.78,24
7b83e981,2018-02-18,SC,automotivo,auto,1,27.9,15.1,43.0,12
a1359034,2018-02-18,RJ,informatica_acessorios,computers_accessories,2,160.0,34.0,194.0,35
c6ee046b,2018-02-18,SP,bebes,baby,1,109.9,9.58,119.48,6
2d9ea2ef,2018-02-19,RJ,brinquedos,toys,1,82.0,16.82,98.82,9
56ac176c,2018-02-19,RJ,cama_mesa_banho,bed_bath_table,1,92.9,21.14,114.04,15
0c3e491f,2018-02-19,SP,informatica_acessorios,computers_accessories,1,149.9,36.37,186.27,8
58acbb73,2018-02-19,ES,eletronicos,electronics,1,14.7,15.1,29.8,16
f4f43841,2018-02-19,SP,esporte_lazer,sports_leisure,1,124.9,17.12,142.02,7
4b3fb492,2018-02-19,SP,pet_shop,pet_shop,3,518.7,50.91,569.61,20
e22702ac,2018-02-19,SP,informatica_acessorios,computers_accessories,1,31.9,14.1,46.0,13
62ba4fa6,2018-02-20,PR,perfumaria,perfumery,1,108.0,12.89,120.89,7
c9283076,2018-02-20,AL,bebes,baby,1,159.99,103.25,263.24,22
3644e865,2018-02-20,CE,telefonia,telephony,1,108.9,26.04,134.94,28
64cd2762,2018-02-20,MG,relogios_presentes,watches_gifts,1,159.0,9.68,168.68,10
141ba789,2018-02-20,GO,esporte_lazer,sports_leisure,1,204.0,17.87,221.87,12
80aa2135,2018-02-21,SP,cama_mesa_banho,bed_bath_table,2,598.0,27.18,625.18,12
a884ca2f,2018-02-21,PR,informatica_acessorios,computers_accessories,1,838.0,13.61,851.61,8
4e0e0148,2018-02-21,RJ,non_renseignee,not_specified,1,122.99,14.61,137.6,20
2cb6f509,2018-02-21,RJ,informatica_acessorios,computers_accessories,1,249.0,18.99,267.99,47
2548aa48,2018-02-21,SP,esporte_lazer,sports_leisure,1,125.0,13.89,138.89,14
7de211c0,2018-02-21,RJ,utilidades_domesticas,housewares,1,138.0,25.81,163.81,19
e76486ae,2018-02-21,SC,non_renseignee,not_specified,1,122.99,15.61,138.6,16
12307610,2018-02-22,BA,utilidades_domesticas,housewares,1,265.0,44.22,309.22,23
27d30c30,2018-02-22,PE,telefonia,telephony,1,25.9,25.63,51.53,14
8aa1b241,2018-02-22,SP,moveis_colchao_e_estofado,furniture_mattress_and_upholstery,1,75.0,36.62,111.62,6
a6d0edc0,2018-02-22,SP,informatica_acessorios,computers_accessories,2,170.0,30.68,200.68,12
55bfbfa0,2018-02-22,SP,informatica_acessorios,computers_accessories,1,125.0,15.63,140.63,11
c4b0818c,2018-02-22,SP,informatica_acessorios,computers_accessories,2,299.8,72.74,372.54,15
0e4a4de1,2018-02-22,DF,informatica_acessorios,computers_accessories,4,93.92,60.4,154.32,27
a10ec546,2018-02-22,GO,telefonia,telephony,1,29.99,15.1,45.09,18
4edb0456,2018-02-22,MG,informatica_acessorios,computers_accessories,1,29.9,12.48,42.38,10
a0e4b2e0,2018-02-22,SP,cama_mesa_banho,bed_bath_table,1,89.99,13.65,103.64,10
49bab3f9,2018-02-23,SP,automotivo,auto,1,143.8,16.71,160.51,7
f636244e,2018-02-23,RJ,esporte_lazer,sports_leisure,1,123.9,15.62,139.52,44
a8f2b9f6,2018-02-23,SP,informatica_acessorios,computers_accessories,1,149.9,13.18,163.08,25
4c95b21e,2018-02-23,RN,eletronicos,electronics,1,19.9,42.38,62.28,21
565db683,2018-02-24,MG,relogios_presentes,watches_gifts,1,335.0,17.1,352.1,6
d2ff5b42,2018-02-24,AL,beleza_saude,health_beauty,1,149.99,36.37,186.36,17
7a222678,2018-02-24,RS,beleza_saude,health_beauty,1,58.99,15.16,74.15,16
ac5f6eb7,2018-02-24,PE,relogios_presentes,watches_gifts,1,204.0,29.83,233.83,30
8f4c2a46,2018-02-24,PR,relogios_presentes,watches_gifts,1,399.0,17.54,416.54,38
c42c77ad,2018-02-24,MG,informatica_acessorios,computers_accessories,1,149.9,17.49,167.39,37
6191c14b,2018-02-24,SP,utilidades_domesticas,housewares,1,28.14,9.34,37.48,3
27de05cb,2018-02-24,CE,relogios_presentes,watches_gifts,1,179.0,26.53,205.53,30
b062c88d,2018-02-24,BA,bebes,baby,1,109.9,38.32,148.22,71
0e8e76ea,2018-02-25,PR,informatica_acessorios,computers_accessories,1,149.9,17.0,166.9,10
1b501143,2018-02-25,MG,telefonia,telephony,1,49.99,14.1,64.09,9
fb33708d,2018-02-25,RJ,non_renseignee,not_specified,1,41.3,15.1,56.4,9
63e0b9d6,2018-02-25,SP,informatica_acessorios,computers_accessories,1,31.9,14.1,46.0,21
8eb40d0d,2018-02-25,PR,utilidades_domesticas,housewares,1,179.0,22.05,201.05,15
c785f1a0,2018-02-25,SP,informatica_acessorios,computers_accessories,2,144.9,25.26,170.16,8
d990526f,2018-02-26,SP,informatica_acessorios,computers_accessories,1,82.8,12.71,95.51,16
c0aad5ef,2018-02-26,PR,informatica_acessorios,computers_accessories,1,149.0,18.66,167.66,11
0381dc39,2018-02-26,MS,informatica_acessorios,computers_accessories,1,74.9,16.96,91.86,17
064c5d78,2018-02-26,RJ,cama_mesa_banho,bed_bath_table,1,65.9,16.22,82.12,24
001021ef,2018-02-27,PR,fashion_bolsas_e_acessorios,fashion_bags_accessories,1,49.0,15.1,64.1,9
f407e662,2018-02-27,RJ,construcao_ferramentas_construcao,construction_tools_construction,1,199.9,17.84,217.74,58
def71706,2018-02-27,RS,ferramentas_jardim,garden_tools,2,107.8,35.26,143.06,12
b3972553,2018-02-27,GO,beleza_saude,health_beauty,1,535.9,37.55,573.45,23
6fb5acfd,2018-02-27,SP,industria_comercio_e_negocios,industry_commerce_and_business,1,584.4,18.84,603.24,22
0589d8b9,2018-02-27,RN,beleza_saude,health_beauty,1,201.34,25.96,227.3,8
1927dede,2018-02-27,RJ,informatica_acessorios,computers_accessories,2,142.8,33.88,176.68,41
ac5ad4cf,2018-02-27,SP,informatica_acessorios,computers_accessories,1,249.99,13.25,263.24,42
833a4b8d,2018-02-27,RS,cama_mesa_banho,bed_bath_table,2,275.8,36.44,312.24,14
99384088,2018-02-28,PR,informatica_acessorios,computers_accessories,1,39.99,15.11,55.1,12
97bf52f3,2018-02-28,ES,esporte_lazer,sports_leisure,1,45.9,14.1,60.0,20
fbefd1a1,2018-02-28,RJ,informatica_acessorios,computers_accessories,1,30.21,15.1,45.31,39
14f4374a,2018-02-28,SP,papelaria,stationery,1,39.99,8.72,48.71,2
9d32c5c7,2018-02-28,RJ,cama_mesa_banho,bed_bath_table,1,179.0,22.09,201.09,56
4ce8d6f2,2018-02-28,MG,pet_shop,pet_shop,1,95.0,12.37,107.37,6
bd83663c,2018-02-28,DF,beleza_saude,health_beauty,1,269.45,16.64,286.09,19
2062e2b2,2018-02-28,SP,bebes,baby,1,48.9,9.94,58.84,2
4074c824,2018-02-28,RS,esporte_lazer,sports_leisure,1,125.0,18.12,143.12,36
8fd67055,2018-03-01,TO,automotivo,auto,1,134.9,29.34,164.24,14
f14edad9,2018-03-01,SP,informatica_acessorios,computers_accessories,1,149.9,36.37,186.27,15
c3484520,2018-03-01,SP,cama_mesa_banho,bed_bath_table,1,254.9,15.99,270.89,4
f889e402,2018-03-01,RJ,non_renseignee,not_specified,1,35.9,17.6,53.5,38
4c9ad1ec,2018-03-01,SC,utilidades_domesticas,housewares,1,30.0,52.36,82.36,25
ca2c921a,2018-03-01,AC,informatica_acessorios,computers_accessories,1,27.9,31.02,58.92,42
0d712638,2018-03-01,SP,perfumaria,perfumery,1,25.0,14.1,39.1,7
92d8c82b,2018-03-01,SP,eletronicos,electronics,1,19.9,12.48,32.38,11
623125be,2018-03-02,SP,cama_mesa_banho,bed_bath_table,1,62.0,7.78,69.78,3
89fa4e94,2018-03-02,SP,cool_stuff,cool_stuff,1,41.9,12.23,54.13,3
484483a0,2018-03-02,RJ,non_renseignee,not_specified,1,122.99,14.61,137.6,50
bfaefe50,2018-03-02,MG,automotivo,auto,1,25.0,16.11,41.11,25
2591658a,2018-03-02,MG,cama_mesa_banho,bed_bath_table,2,58.8,32.7,91.5,14
f3bd551f,2018-03-02,MA,esporte_lazer,sports_leisure,1,69.9,35.81,105.71,26
78434d3b,2018-03-02,RN,cama_mesa_banho,bed_bath_table,1,79.9,35.88,115.78,21
81f0ac6d,2018-03-02,SP,telefonia,telephony,1,29.98,7.78,37.76,5
13a23ee9,2018-03-03,MG,automotivo,auto,1,169.9,14.92,184.82,9
6d56dcd3,2018-03-03,GO,esporte_lazer,sports_leisure,1,59.99,15.18,75.17,35
07d393ee,2018-03-03,SP,brinquedos,toys,1,209.0,43.66,252.66,18
3fbceefa,2018-03-03,SP,pet_shop,pet_shop,1,69.99,11.99,81.98,6
fbb1eb18,2018-03-03,RS,moveis_decoracao,furniture_decor,2,76.8,41.68,118.48,15
b37d46f8,2018-03-03,PB,cama_mesa_banho,bed_bath_table,1,13.9,34.15,48.05,25
c6fb2348,2018-03-04,SP,cool_stuff,cool_stuff,1,215.0,14.06,229.06,4
b18b5fde,2018-03-04,RS,fashion_underwear_e_moda_praia,fashion_underwear_beach,1,59.8,17.7,77.5,11
271a60ca,2018-03-04,MG,relogios_presentes,watches_gifts,1,108.0,15.52,123.52,11
eb16480b,2018-03-04,SP,beleza_saude,health_beauty,1,29.9,8.11,38.01,4
437da447,2018-03-04,SP,relogios_presentes,watches_gifts,1,148.9,8.3,157.2,4
b674e463,2018-03-04,RJ,perfumaria,perfumery,1,229.9,16.36,246.26,28
08fd8d3e,2018-03-05,RJ,informatica_acessorios,computers_accessories,1,70.0,16.93,86.93,21
0e7ad202,2018-03-05,RJ,papelaria,stationery,1,39.9,15.79,55.69,11
2793a15d,2018-03-05,SP,informatica_acessorios,computers_accessories,6,297.0,76.14,373.14,4
4391a26e,2018-03-05,SC,cama_mesa_banho,bed_bath_table,1,86.9,21.1,108.0,16
f11cc2cb,2018-03-05,SP,informatica_acessorios,computers_accessories,2,134.0,28.44,162.44,10
5ee4ad93,2018-03-05,SP,eletronicos,electronics,1,13.65,7.78,21.43,4
c617d0b6,2018-03-05,MG,ferramentas_jardim,garden_tools,1,169.0,26.8,195.8,4
8215a748,2018-03-06,SP,beleza_saude,health_beauty,1,110.99,29.81,140.8,31
69253628,2018-03-06,MS,fashion_underwear_e_moda_praia,fashion_underwear_beach,1,59.9,18.3,78.2,27
8fc47f65,2018-03-06,PR,cama_mesa_banho,bed_bath_table,2,139.8,46.14,185.94,23
d54365a5,2018-03-06,MG,construcao_ferramentas_seguranca,construction_tools_safety,1,299.98,18.81,318.79,13
fe968a56,2018-03-06,PR,cama_mesa_banho,bed_bath_table,1,299.0,19.97,318.97,21
3a7796fe,2018-03-06,BA,esporte_lazer,sports_leisure,1,85.0,22.3,107.3,15
f9fe6e11,2018-03-06,RJ,moveis_decoracao,furniture_decor,3,104.7,58.61,163.31,10
e2119968,2018-03-06,SP,moveis_decoracao,furniture_decor,1,88.34,17.53,105.87,7
f258f1bb,2018-03-06,SP,automotivo,auto,1,329.9,23.39,353.29,10
b2a5b4b9,2018-03-06,MG,moveis_cozinha_area_de_servico_jantar_e_jardim,kitchen_dining_laundry_garden_furniture,1,44.88,41.11,85.99,8
1192f8d4,2018-03-07,SP,relogios_presentes,watches_gifts,1,137.0,18.84,155.84,13
e3143ad1,2018-03-07,PA,relogios_presentes,watches_gifts,1,29.0,19.04,48.04,22
b69113e2,2018-03-07,MG,eletrodomesticos,home_appliances,1,69.9,23.07,92.97,13
fd4db108,2018-03-07,PR,relogios_presentes,watches_gifts,1,199.9,19.28,219.18,85
33feb9bd,2018-03-07,GO,bebidas,drinks,1,47.49,19.32,66.81,20
a5066c35,2018-03-07,RJ,cama_mesa_banho,bed_bath_table,1,67.5,18.35,85.85,39
0218bc1c,2018-03-07,CE,cama_mesa_banho,bed_bath_table,2,266.0,45.98,311.98,21
3923e3ad,2018-03-07,SP,instrumentos_musicais,musical_instruments,1,59.9,18.25,78.15,11
bb5aa44b,2018-03-08,SP,industria_comercio_e_negocios,industry_commerce_and_business,1,119.0,16.55,135.55,7
262bf694,2018-03-08,MG,beleza_saude,health_beauty,1,349.9,22.18,372.08,7
906268a2,2018-03-08,SP,relogios_presentes,watches_gifts,1,55.0,13.75,68.75,8
c509cd4c,2018-03-08,SP,eletronicos,electronics,1,18.9,13.47,32.37,7
553d47dc,2018-03-08,MG,ferramentas_jardim,garden_tools,1,59.9,20.99,80.89,15
43aeddd1,2018-03-08,RJ,telefonia,telephony,1,24.99,15.23,40.22,41
006127b8,2018-03-08,SP,relogios_presentes,watches_gifts,1,540.0,16.22,556.22,12
d0de4776,2018-03-08,RJ,esporte_lazer,sports_leisure,1,129.9,36.04,165.94,16
4b60fd43,2018-03-08,MG,moveis_decoracao,furniture_decor,1,56.0,19.36,75.36,17
ee5e794b,2018-03-09,ES,utilidades_domesticas,housewares,1,78.9,26.63,105.53,33
b7636a99,2018-03-09,SP,beleza_saude,health_beauty,1,28.9,18.23,47.13,10
980bc014,2018-03-09,RJ,cama_mesa_banho,bed_bath_table,1,110.0,23.35,133.35,39
011bf86f,2018-03-09,SC,moveis_decoracao,furniture_decor,2,70.0,38.64,108.64,12
a0be4f22,2018-03-09,RS,relogios_presentes,watches_gifts,1,579.0,19.95,598.95,19
15a87de4,2018-03-09,MG,beleza_saude,health_beauty,1,89.9,18.51,108.41,10
0a0ae638,2018-03-10,RJ,cama_mesa_banho,bed_bath_table,1,39.99,19.32,59.31,33
5af3f71a,2018-03-10,MG,esporte_lazer,sports_leisure,1,185.0,23.87,208.87,17
487be7e4,2018-03-10,RJ,relogios_presentes,watches_gifts,1,188.0,19.2,207.2,25
b939c777,2018-03-10,RJ,moveis_escritorio,office_furniture,1,116.99,15.7,132.69,35
a4186d9e,2018-03-10,MS,cool_stuff,cool_stuff,1,99.99,18.28,118.27,11
83b730ab,2018-03-11,SP,utilidades_domesticas,housewares,1,120.0,13.75,133.75,5
dff2aa79,2018-03-11,MG,non_renseignee,not_specified,1,119.9,22.55,142.45,5
152c5ae8,2018-03-11,RS,moveis_decoracao,furniture_decor,1,135.0,20.99,155.99,30
2fae5233,2018-03-11,MS,relogios_presentes,watches_gifts,1,274.9,19.8,294.7,25
d0e93999,2018-03-11,SP,informatica_acessorios,computers_accessories,1,85.0,13.71,98.71,5
a574693e,2018-03-12,MG,utilidades_domesticas,housewares,2,89.98,30.46,120.44,9
45e5d1e6,2018-03-12,SP,beleza_saude,health_beauty,1,503.34,24.88,528.22,5
71cd324a,2018-03-12,SP,esporte_lazer,sports_leisure,1,60.0,7.39,67.39,3
01b33080,2018-03-12,MA,esporte_lazer,sports_leisure,1,104.9,24.86,129.76,53
25bd2ad9,2018-03-12,PA,ferramentas_jardim,garden_tools,3,161.7,127.32,289.02,51
1e445a76,2018-03-12,MG,cama_mesa_banho,bed_bath_table,1,74.9,19.49,94.39,10
17763f22,2018-03-12,GO,esporte_lazer,sports_leisure,2,338.0,38.12,376.12,13
